0.01, 0.006331, 449.750252518
0.032, 0.020191, 1133.065511343
0.054, 0.03327100000000004, 1391.974941094
0.076, 0.04459100000000006, 1603.108181915
0.098, 0.0530510000000001, 2372.126887895
0.12, 0.057041000000000154, 3642.529436593
0.142, 0.060161000000000166, 2220.398697428
0.16399999999999998, 0.06259100000000016, 3115.464857491
0.18599999999999997, 0.06444100000000016, 4611.434723001
0.20799999999999996, 0.06576100000000017, 3585.096334751
0.22999999999999995, 0.06660100000000017, 5679.879318352
