0.01, 0.1930229999999951, 266.994333426
0.107, 2.0359279999998727, 2720.419552695
0.20400000000000001, 3.8268900000036528, 2247.486570591
0.30100000000000005, 5.087564000001482, 3828.81711219
0.398, 5.395696000000763, 1954.707015758
0.495, 5.432276000000675, 447.767413886
0.592, 5.209075000000596, 775.517434625
0.689, 4.7213720000004304, 1913.988947808
0.7859999999999999, 3.9891780000001935, 3487.056578503
0.8829999999999999, 2.7146670000003366, 6621.258349761
0.9799999999999999, 0.1566990000005246, 10348.58325643
