0.001,0.000601,1113.12754506,0.0006009999999967803
0.002,0.0014010000000000003,1486.826824754,0.0014009999999967807
0.003,0.0022010000000000003,1548.865890768,0.0022009999999967806
0.004,0.003000999999999999,2930.662185497,0.0030009999999967792
0.005,0.003700999999999998,1455.191822197,0.0037009999999967785
0.006,0.004501,1652.616218336,0.00450099999999678
0.007,0.005201000000000002,1558.571878747,0.005200999999996782
0.008,0.006001000000000004,2937.565701584,0.006000999999996784
0.009,0.0067010000000000056,1662.325755671,0.006700999999996786
0.01,0.007501000000000008,2063.532611745,0.007500999999996788
